symbol,cname,series,list_date,paid_up_value,market_lot,isin,face_value,calculated
TRENT,Trent Limited,EQ,07-JUN-2004,1,1,INE849A01020,1,TRENT.NS
TRF,TRF Limited,BE,26-MAR-2010,10,1,INE391D01019,10,TRF.NS
TRIDENT,Trident Limited,EQ,21-FEB-2001,1,1,INE064C01022,1,TRIDENT.NS
TRIGYN,Trigyn Technologies Limited,EQ,09-APR-1998,10,1,INE948A01012,10,TRIGYN.NS
TRIL,Transformers And Rectifiers (India) Limited,EQ,28-DEC-2007,1,1,INE763I01026,1,TRIL.NS
TRITURBINE,Triveni Turbine Limited,EQ,28-OCT-2011,1,1,INE152M01016,1,TRITURBINE.NS
TRIVENI,Triveni Engineering & Industries Limited,EQ,13-DEC-2005,1,1,INE256C01024,1,TRIVENI.NS
TTKHLTCARE,TTK Healthcare Limited,EQ,02-DEC-2015,10,1,INE910C01018,10,TTKHLTCARE.NS
TTKPRESTIG,TTK Prestige Limited,EQ,22-DEC-1999,10,1,INE690A01010,10,TTKPRESTIG.NS
TTL,T T Limited,EQ,22-FEB-2007,10,1,INE592B01016,10,TTL.NS
TTML,Tata Teleservices (Maharashtra) Limited,BE,20-OCT-2000,10,1,INE517B01013,10,TTML.NS
TV18BRDCST,TV18 Broadcast Limited,EQ,08-FEB-2007,2,1,INE886H01027,2,TV18BRDCST.NS
TVSELECT,TVS Electronics Limited,EQ,26-DEC-2003,10,1,INE236G01019,10,TVSELECT.NS
TVSMOTOR,TVS Motor Company Limited,EQ,02-AUG-2000,1,1,INE494B01023,1,TVSMOTOR.NS
TVSSRICHAK,TVS Srichakra Limited,EQ,13-FEB-2007,10,1,INE421C01016,10,TVSSRICHAK.NS
TVTODAY,TV Today Network Limited,EQ,16-JAN-2004,5,1,INE038F01029,5,TVTODAY.NS
TVVISION,TV Vision Limited,BE,15-SEP-2016,10,1,INE871L01013,10,TVVISION.NS
TWL,Titagarh Wagons Limited,EQ,21-APR-2008,2,1,INE615H01020,2,TWL.NS
UBL,United Breweries Limited,EQ,28-JUL-2008,1,1,INE686F01025,1,UBL.NS
UCALFUEL,Ucal Fuel Systems Limited,EQ,13-SEP-1995,10,1,INE139B01016,10,UCALFUEL.NS
UCOBANK,UCO Bank,EQ,09-OCT-2003,10,1,INE691A01018,10,UCOBANK.NS
UFLEX,UFLEX Limited,EQ,23-AUG-1995,10,1,INE516A01017,10,UFLEX.NS
UFO,UFO Moviez India Limited,EQ,14-MAY-2015,10,1,INE527H01019,10,UFO.NS
UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-AUG-2010,1,1,INE071E01023,1,UGARSUGAR.NS
UJAAS,Ujaas Energy Limited,EQ,20-OCT-2011,1,1,INE899L01022,1,UJAAS.NS
UJJIVAN,Ujjivan Financial Services Limited,EQ,10-MAY-2016,10,1,INE334L01012,10,UJJIVAN.NS
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,12-DEC-2019,10,1,INE551W01018,10,UJJIVANSFB.NS
ULTRACEMCO,UltraTech Cement Limited,EQ,24-AUG-2004,10,1,INE481G01011,10,ULTRACEMCO.NS
UMANGDAIRY,Umang Dairies Limited,EQ,02-DEC-2015,5,1,INE864B01027,5,UMANGDAIRY.NS
UMESLTD,Usha Martin Education & Solutions Limited,BE,12-JUL-2010,1,1,INE240C01028,1,UMESLTD.NS
UNICHEMLAB,Unichem Laboratories Limited,EQ,07-FEB-2001,2,1,INE351A01035,2,UNICHEMLAB.NS
UNIENTER,Uniphos Enterprises Limited,EQ,23-JAN-2004,2,1,INE037A01022,2,UNIENTER.NS
UNIONBANK,Union Bank of India,EQ,24-SEP-2002,10,1,INE692A01016,10,UNIONBANK.NS
UNIPLY,Uniply Industries Limited,EQ,08-MAR-2007,2,1,INE950G01023,2,UNIPLY.NS
UNITECH,Unitech Limited,BZ,08-SEP-1999,2,1,INE694A01020,2,UNITECH.NS
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,28-JAN-2015,10,1,INE458F01011,10,UNITEDTEA.NS
UNITY,Unity Infraprojects Limited,BZ,12-JUN-2006,2,1,INE466H01028,2,UNITY.NS
UNIVCABLES,Universal Cables Limited,EQ,17-MAY-1995,10,1,INE279A01012,10,UNIVCABLES.NS
UNIVPHOTO,Universus Photo Imagings Limited,EQ,14-FEB-2020,10,1,INE03V001013,10,UNIVPHOTO.NS
UPL,UPL Limited,EQ,23-JAN-2004,2,1,INE628A01036,2,UPL.NS
URJA,Urja Global Limited,BE,28-MAR-2017,1,1,INE550C01020,1,URJA.NS
USHAMART,Usha Martin Limited,EQ,11-OCT-2000,1,1,INE228A01035,1,USHAMART.NS
UTTAMSTL,Uttam Galva Steels Limited,BE,25-MAY-1995,10,1,INE699A01011,10,UTTAMSTL.NS
UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,10-APR-2006,10,1,INE786F01031,10,UTTAMSUGAR.NS
UVSL,Uttam Value Steels Limited,BE,24-JUN-2016,1,1,INE292A01023,1,UVSL.NS
V2RETAIL,V2 Retail Limited,EQ,04-JUL-2007,10,1,INE945H01013,10,V2RETAIL.NS
VADILALIND,Vadilal Industries Limited,EQ,15-JUN-2011,10,1,INE694D01016,10,VADILALIND.NS
VAIBHAVGBL,Vaibhav Global Limited,EQ,05-APR-2004,10,1,INE884A01019,10,VAIBHAVGBL.NS
VAISHALI,Vaishali Pharma Limited,EQ,15-JAN-2020,10,1,INE972X01014,10,VAISHALI.NS
VAKRANGEE,Vakrangee Limited,EQ,03-APR-2006,1,1,INE051B01021,1,VAKRANGEE.NS
VARDHACRLC,Vardhman Acrylics Limited,EQ,30-SEP-2003,10,1,INE116G01013,10,VARDHACRLC.NS
VARDMNPOLY,Vardhman Polytex Limited,BE,12-MAY-2003,10,1,INE835A01011,10,VARDMNPOLY.NS
VARROC,Varroc Engineering Limited,EQ,06-JUL-2018,1,1,INE665L01035,1,VARROC.NS
VASCONEQ,Vascon Engineers Limited,EQ,15-FEB-2010,10,1,INE893I01013,10,VASCONEQ.NS
VASWANI,Vaswani Industries Limited,EQ,20-SEP-2011,10,1,INE590L01019,10,VASWANI.NS
VBL,Varun Beverages Limited,EQ,08-NOV-2016,10,1,INE200M01013,10,VBL.NS
VEDL,Vedanta Limited,EQ,13-MAY-1998,1,1,INE205A01025,1,VEDL.NS
VENKEYS,Venky's (India) Limited,EQ,28-JUL-2003,10,1,INE398A01010,10,VENKEYS.NS
VENUSREM,Venus Remedies Limited,BE,20-DEC-2006,10,1,INE411B01019,10,VENUSREM.NS
VESUVIUS,Vesuvius India Limited,EQ,04-OCT-2002,10,1,INE386A01015,10,VESUVIUS.NS
VETO,Veto Switchgears And Cables Limited,EQ,29-APR-2015,10,1,INE918N01018,10,VETO.NS
VGUARD,V-Guard Industries Limited,EQ,13-MAR-2008,1,1,INE951I01027,1,VGUARD.NS
VHL,Vardhman Holdings Limited,EQ,30-JUN-2005,10,1,INE701A01023,10,VHL.NS
VICEROY,Viceroy Hotels Limited,BE,21-AUG-2007,10,1,INE048C01017,10,VICEROY.NS
VIDEOIND,Videocon Industries Limited,BZ,31-JUL-1996,10,1,INE703A01011,10,VIDEOIND.NS
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,02-MAR-2016,1,1,INE632C01026,1,VIDHIING.NS
VIJIFIN,Viji Finance Limited,EQ,11-JUL-2016,1,1,INE159N01027,1,VIJIFIN.NS
VIKASECO,Vikas EcoTech Limited,EQ,12-DEC-2011,1,1,INE806A01020,1,VIKASECO.NS
VIKASMCORP,Vikas Multicorp Limited,BE,08-MAY-2019,1,1,INE161L01027,1,VIKASMCORP.NS
VIKASPROP,Vikas Proppant & Granite Limited,EQ,19-AUG-2019,1,1,INE767B01022,1,VIKASPROP.NS
VIKASWSP,Vikas WSP Limited,EQ,10-MAY-1995,1,1,INE706A01022,1,VIKASWSP.NS
VIMTALABS,Vimta Labs Limited,EQ,15-DEC-2005,2,1,INE579C01029,2,VIMTALABS.NS
VINATIORGA,Vinati Organics Limited,EQ,28-JUL-2009,1,1,INE410B01037,1,VINATIORGA.NS
VINDHYATEL,Vindhya Telelinks Limited,EQ,08-FEB-1995,10,1,INE707A01012,10,VINDHYATEL.NS
VINYLINDIA,Vinyl Chemicals (India) Limited,EQ,21-JUL-2008,1,1,INE250B01029,1,VINYLINDIA.NS
VIPCLOTHNG,VIP Clothing Limited,EQ,06-AUG-2007,2,1,INE450G01024,2,VIPCLOTHNG.NS
VIPIND,VIP Industries Limited,EQ,02-MAR-2005,2,1,INE054A01027,2,VIPIND.NS
VIPULLTD,Vipul Limited,EQ,23-APR-2015,1,1,INE946H01037,1,VIPULLTD.NS
VISAKAIND,Visaka Industries Limited,EQ,28-AUG-1996,10,1,INE392A01013,10,VISAKAIND.NS
VISASTEEL,Visa Steel Limited,BE,17-MAR-2006,10,1,INE286H01012,10,VISASTEEL.NS
VISHAL,Vishal Fabrics Limited,BE,19-AUG-2019,5,1,INE755Q01025,5,VISHAL.NS
VISHNU,Vishnu Chemicals Limited,EQ,05-MAR-2015,10,1,INE270I01014,10,VISHNU.NS
VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ,15-OCT-2019,10,1,INE430N01014,10,VISHWARAJ.NS
VIVIDHA,Visagar Polytex Limited,EQ,21-MAY-2013,1,1,INE370E01029,1,VIVIDHA.NS
VIVIMEDLAB,Vivimed Labs Limited,BE,17-AUG-2005,2,1,INE526G01021,2,VIVIMEDLAB.NS
VLSFINANCE,VLS Finance Limited,EQ,25-MAY-1995,10,1,INE709A01018,10,VLSFINANCE.NS
VMART,V-Mart Retail Limited,EQ,20-FEB-2013,10,1,INE665J01013,10,VMART.NS
VOLTAMP,Voltamp Transformers Limited,EQ,20-SEP-2006,10,1,INE540H01012,10,VOLTAMP.NS
VOLTAS,Voltas Limited,EQ,12-APR-1995,1,1,INE226A01021,1,VOLTAS.NS
VRLLOG,VRL Logistics Limited,EQ,30-APR-2015,10,1,INE366I01010,10,VRLLOG.NS
VSSL,Vardhman Special Steels Limited,EQ,17-MAY-2012,10,1,INE050M01012,10,VSSL.NS
VSTIND,VST Industries Limited,EQ,05-SEP-2003,10,1,INE710A01016,10,VSTIND.NS
VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,20-JUN-2011,10,1,INE764D01017,10,VSTTILLERS.NS
VTL,Vardhman Textiles Limited,EQ,14-JAN-2003,10,1,INE825A01012,10,VTL.NS
WABAG,VA Tech Wabag Limited,EQ,13-OCT-2010,2,1,INE956G01038,2,WABAG.NS
WABCOINDIA,WABCO India Limited,EQ,01-OCT-2008,5,1,INE342J01019,5,WABCOINDIA.NS
WALCHANNAG,Walchandnagar Industries Limited,BE,18-SEP-1996,2,1,INE711A01022,2,WALCHANNAG.NS
WANBURY,Wanbury Limited,BE,29-JAN-2007,10,1,INE107F01022,10,WANBURY.NS
WATERBASE,Waterbase Limited,EQ,08-FEB-1995,10,100,INE054C01015,10,WATERBASE.NS
WEBELSOLAR,Websol Energy System Limited,BE,15-MAY-2007,10,1,INE855C01015,10,WEBELSOLAR.NS
WEIZMANIND,Weizmann Limited,EQ,10-MAY-1995,10,1,INE080A01014,10,WEIZMANIND.NS
WELCORP,Welspun Corp Limited,EQ,24-MAY-2005,5,1,INE191B01025,5,WELCORP.NS
WELENT,Welspun Enterprises Limited,EQ,04-NOV-2004,10,1,INE625G01013,10,WELENT.NS
WELINV,Welspun Investments and Commercials Limited,EQ,20-SEP-2010,10,1,INE389K01018,10,WELINV.NS
WELSPUNIND,Welspun India Limited,EQ,04-DEC-2003,1,1,INE192B01031,1,WELSPUNIND.NS
WENDT,Wendt (India) Limited,EQ,07-AUG-2006,10,1,INE274C01019,10,WENDT.NS
WESTLIFE,Westlife Development Ltd,EQ,19-AUG-2019,2,1,INE274F01020,2,WESTLIFE.NS
WHEELS,Wheels India Limited,EQ,07-APR-2000,10,1,INE715A01015,10,WHEELS.NS
WHIRLPOOL,Whirlpool of India Limited,EQ,06-APR-2010,10,1,INE716A01013,10,WHIRLPOOL.NS
WILLAMAGOR,Williamson Magor & Company Limited,EQ,08-FEB-1995,10,1,INE210A01017,10,WILLAMAGOR.NS
WINDMACHIN,Windsor Machines Limited,BE,17-AUG-2011,2,1,INE052A01021,2,WINDMACHIN.NS
WIPL,The Western India Plywoods Limited,BE,17-APR-2017,10,1,INE215F01023,10,WIPL.NS
WIPRO,Wipro Limited,EQ,08-NOV-1995,2,1,INE075A01022,2,WIPRO.NS
WOCKPHARMA,Wockhardt Limited,EQ,23-FEB-2000,5,1,INE049B01025,5,WOCKPHARMA.NS
WONDERLA,Wonderla Holidays Limited,EQ,09-MAY-2014,10,1,INE066O01014,10,WONDERLA.NS
WSI,W S Industries (I) Limited,BE,01-AUG-2007,10,1,INE100D01014,10,WSI.NS
WSTCSTPAPR,West Coast Paper Mills Limited,EQ,17-JAN-2001,2,1,INE976A01021,2,WSTCSTPAPR.NS
XCHANGING,Xchanging Solutions Limited,EQ,09-MAR-2005,10,1,INE692G01013,10,XCHANGING.NS
XELPMOC,Xelpmoc Design And Tech Limited,EQ,04-FEB-2019,10,1,INE01P501012,10,XELPMOC.NS
XPROINDIA,Xpro India Limited,EQ,27-APR-2004,10,1,INE445C01015,10,XPROINDIA.NS
YESBANK,Yes Bank Limited,EQ,12-JUL-2005,2,1,INE528G01035,2,YESBANK.NS
ZEEL,Zee Entertainment Enterprises Limited,EQ,09-SEP-1998,1,1,INE256A01028,1,ZEEL.NS
ZEELEARN,Zee Learn Limited,EQ,20-DEC-2010,1,1,INE565L01011,1,ZEELEARN.NS
ZEEMEDIA,Zee Media Corporation Limited,BE,10-JAN-2007,1,1,INE966H01019,1,ZEEMEDIA.NS
ZENITHBIR,Zenith Birla (India) Limited,BE,30-APR-2007,10,1,INE318D01020,10,ZENITHBIR.NS
ZENITHEXPO,Zenith Exports Limited,EQ,10-JUL-1996,10,1,INE058B01018,10,ZENITHEXPO.NS
ZENSARTECH,Zensar Technologies Limited,EQ,09-JUL-2003,2,1,INE520A01027,2,ZENSARTECH.NS
ZENTEC,Zen Technologies Limited,EQ,30-MAR-2015,1,1,INE251B01027,1,ZENTEC.NS
ZICOM,Zicom Electronic Security Systems Limited,EQ,18-APR-2006,10,1,INE871B01014,10,ZICOM.NS
ZODIACLOTH,Zodiac Clothing Company Limited,EQ,27-SEP-1995,10,1,INE206B01013,10,ZODIACLOTH.NS
ZODJRDMKJ,Zodiac JRD- MKJ Limited,EQ,19-JUL-1995,10,1,INE077B01018,10,ZODJRDMKJ.NS
ZOTA,Zota Health Care LImited,EQ,19-AUG-2019,10,1,INE358U01012,10,ZOTA.NS
ZUARI,Zuari Agro Chemicals Limited,BE,27-NOV-2012,10,1,INE840M01016,10,ZUARI.NS
ZUARIGLOB,Zuari Global Limited,EQ,12-APR-1995,10,1,INE217A01012,10,ZUARIGLOB.NS
ZYDUSWELL,Zydus Wellness Limited,EQ,13-NOV-2009,10,1,INE768C01010,10,ZYDUSWELL.NS
