symbol,cname,series,list_date,paid_up_value,market_lot,isin,face_value,calculated
JSLHISAR,Jindal Stainless (Hisar) Limited,EQ,28-JAN-2016,2,1,INE455T01018,2,JSLHISAR.NS
JSWENERGY,JSW Energy Limited,EQ,04-JAN-2010,10,1,INE121E01018,10,JSWENERGY.NS
JSWHL,JSW Holdings Limited,EQ,21-JUN-2005,10,1,INE824G01012,10,JSWHL.NS
JSWSTEEL,JSW Steel Limited,EQ,23-MAR-2005,1,1,INE019A01038,1,JSWSTEEL.NS
JTEKTINDIA,Jtekt India Limited,EQ,12-JAN-2004,1,1,INE643A01035,1,JTEKTINDIA.NS
JUBILANT,Jubilant Life Sciences Limited,EQ,16-JUN-2003,1,1,INE700A01033,1,JUBILANT.NS
JUBLFOOD,Jubilant Foodworks Limited,EQ,08-FEB-2010,10,1,INE797F01012,10,JUBLFOOD.NS
JUBLINDS,Jubilant Industries Limited,EQ,14-FEB-2011,10,1,INE645L01011,10,JUBLINDS.NS
JUMPNET,Jump Networks Limited,EQ,19-AUG-2019,5,1,INE974C01022,5,JUMPNET.NS
JUSTDIAL,Just Dial Limited,EQ,05-JUN-2013,10,1,INE599M01018,10,JUSTDIAL.NS
JVLAGRO,JVL Agro Industries Limited,BZ,17-JUN-2011,1,1,INE430G01026,1,JVLAGRO.NS
JYOTHYLAB,Jyothy Labs Limited,EQ,19-DEC-2007,1,1,INE668F01031,1,JYOTHYLAB.NS
JYOTISTRUC,Jyoti Structures Limited,BZ,19-JUL-1995,2,1,INE197A01024,2,JYOTISTRUC.NS
KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,06-SEP-1995,5,1,INE900B01029,5,KABRAEXTRU.NS
KAJARIACER,Kajaria Ceramics Limited,EQ,01-JUN-2004,1,1,INE217B01036,1,KAJARIACER.NS
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,EQ,13-DEC-1995,10,1,INE437B01014,10,KAKATCEM.NS
KALPATPOWR,Kalpataru Power Transmission Limited,EQ,15-DEC-2000,2,1,INE220B01022,2,KALPATPOWR.NS
KALYANI,Kalyani Commercials Limited,BE,13-FEB-2017,10,1,INE610E01010,10,KALYANI.NS
KALYANIFRG,Kalyani Forge Limited,BE,20-DEC-2007,10,1,INE314G01014,10,KALYANIFRG.NS
KAMATHOTEL,Kamat Hotels (I) Limited,EQ,29-MAY-1996,10,1,INE967C01018,10,KAMATHOTEL.NS
KAMDHENU,Kamdhenu Limited,EQ,09-MAY-2006,10,1,INE390H01012,10,KAMDHENU.NS
KANANIIND,Kanani Industries Limited,BE,14-DEC-2011,1,1,INE879E01037,1,KANANIIND.NS
KANORICHEM,Kanoria Chemicals & Industries Limited,EQ,08-FEB-1995,5,1,INE138C01024,5,KANORICHEM.NS
KANSAINER,Kansai Nerolac Paints Limited,EQ,15-SEP-2003,1,1,INE531A01024,1,KANSAINER.NS
KARDA,Karda Constructions Limited,EQ,02-APR-2018,10,1,INE278R01018,10,KARDA.NS
KARMAENG,Karma Energy Limited,EQ,28-JUN-2011,10,1,INE725L01011,10,KARMAENG.NS
KARURVYSYA,Karur Vysya Bank Limited,EQ,26-JUL-2000,2,1,INE036D01028,2,KARURVYSYA.NS
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,14-DEC-2007,10,1,INE234I01010,10,KAUSHALYA.NS
KAYA,Kaya Limited,EQ,14-AUG-2015,10,1,INE587G01015,10,KAYA.NS
KCP,KCP Limited,EQ,09-APR-1997,1,1,INE805C01028,1,KCP.NS
KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,11-JUN-1997,1,1,INE790B01024,1,KCPSUGIND.NS
KDDL,KDDL Limited,EQ,23-MAR-2016,10,1,INE291D01011,10,KDDL.NS
KEC,KEC International Limited,EQ,10-MAR-2006,2,1,INE389H01022,2,KEC.NS
KECL,Kirloskar Electric Company Limited,EQ,09-MAR-2010,10,1,INE134B01017,10,KECL.NS
KEI,KEI Industries Limited,EQ,23-MAR-2006,2,1,INE878B01027,2,KEI.NS
KELLTONTEC,Kellton Tech Solutions Limited,EQ,02-MAR-2016,5,1,INE164B01022,5,KELLTONTEC.NS
KENNAMET,Kennametal India Limited,EQ,03-NOV-1994,10,1,INE717A01029,10,KENNAMET.NS
KERNEX,Kernex Microsystems (India) Limited,BE,20-DEC-2005,10,1,INE202H01019,10,KERNEX.NS
KESORAMIND,Kesoram Industries Limited,EQ,06-SEP-1995,10,1,INE087A01019,10,KESORAMIND.NS
KEYFINSERV,Keynote Financial Services Limited,BE,26-JUN-1996,10,1,INE681C01015,10,KEYFINSERV.NS
KGL,Karuturi Global Limited,BZ,03-MAY-2007,1,1,INE299C01024,1,KGL.NS
KHADIM,Khadim India Limited,EQ,14-NOV-2017,10,1,INE834I01025,10,KHADIM.NS
KHANDSE,Khandwala Securities Limited,EQ,07-FEB-2001,10,1,INE060B01014,10,KHANDSE.NS
KICL,Kalyani Investment Company Limited,EQ,14-JAN-2011,10,1,INE029L01018,10,KICL.NS
KILITCH,Kilitch Drugs (India) Limited,EQ,29-SEP-2010,10,1,INE729D01010,10,KILITCH.NS
KINGFA,Kingfa Science & Technology (India) Limited,EQ,15-NOV-2016,10,1,INE473D01015,10,KINGFA.NS
KIOCL,KIOCL Limited,EQ,29-NOV-2016,10,1,INE880L01014,10,KIOCL.NS
KIRIINDUS,Kiri Industries Limited,EQ,22-APR-2008,10,1,INE415I01015,10,KIRIINDUS.NS
KIRLFER,Kirloskar Ferrous Industries Ltd,EQ,13-NOV-2019,5,1,INE884B01025,5,KIRLFER.NS
KIRLOSBROS,Kirloskar Brothers Limited,EQ,20-APR-2010,2,1,INE732A01036,2,KIRLOSBROS.NS
KIRLOSENG,Kirloskar Oil Engines Limited,EQ,24-DEC-2010,2,1,INE146L01010,2,KIRLOSENG.NS
KIRLOSIND,Kirloskar Industries Limited,EQ,24-JUN-2010,10,1,INE250A01039,10,KIRLOSIND.NS
KITEX,Kitex Garments Limited,EQ,25-SEP-2012,1,1,INE602G01020,1,KITEX.NS
KKCL,Kewal Kiran Clothing Limited,EQ,13-APR-2006,10,1,INE401H01017,10,KKCL.NS
KMSUGAR,K.M.Sugar Mills Limited,EQ,31-MAY-2007,2,1,INE157H01023,2,KMSUGAR.NS
KNRCON,KNR Constructions Limited,EQ,18-FEB-2008,2,1,INE634I01029,2,KNRCON.NS
KOHINOOR,Kohinoor Foods Limited,BZ,20-OCT-1999,10,1,INE080B01012,10,KOHINOOR.NS
KOKUYOCMLN,Kokuyo Camlin Limited,EQ,28-JUL-2008,1,1,INE760A01029,1,KOKUYOCMLN.NS
KOLTEPATIL,Kolte - Patil Developers Limited,EQ,13-DEC-2007,10,1,INE094I01018,10,KOLTEPATIL.NS
KOPRAN,Kopran Limited,EQ,09-JUN-1999,10,1,INE082A01010,10,KOPRAN.NS
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,20-DEC-1995,5,1,INE237A01028,5,KOTAKBANK.NS
KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,13-DEC-2004,10,1,INE419A01022,10,KOTARISUG.NS
KOTHARIPET,Kothari Petrochemicals Limited,EQ,02-NOV-1996,10,1,INE720A01015,10,KOTHARIPET.NS
KOTHARIPRO,Kothari Products Limited,EQ,03-JUN-1998,10,1,INE823A01017,10,KOTHARIPRO.NS
KPITTECH,KPIT Technologies Limited,EQ,22-APR-2019,10,1,INE04I401011,10,KPITTECH.NS
KPRMILL,K.P.R. Mill Limited,EQ,28-AUG-2007,5,1,INE930H01023,5,KPRMILL.NS
KRBL,KRBL Limited,EQ,21-JAN-2002,1,1,INE001B01026,1,KRBL.NS
KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,03-JAN-1996,10,1,INE268B01013,10,KREBSBIO.NS
KRIDHANINF,Kridhan Infra Limited,BE,11-DEC-2015,2,1,INE524L01026,2,KRIDHANINF.NS
KRISHANA,Krishana Phoschem Limited,BE,22-AUG-2019,10,1,INE506W01012,10,KRISHANA.NS
KSB,Ksb Limited,EQ,08-FEB-1995,10,1,INE999A01015,10,KSB.NS
KSCL,Kaveri Seed Company Limited,EQ,04-OCT-2007,2,1,INE455I01029,2,KSCL.NS
KSERASERA,KSS Limited,BE,05-OCT-2006,1,1,INE216D01026,1,KSERASERA.NS
KSK,KSK Energy Ventures Limited,EQ,14-JUL-2008,10,1,INE143H01015,10,KSK.NS
KSL,Kalyani Steels Limited,EQ,19-MAY-2010,5,1,INE907A01026,5,KSL.NS
KTKBANK,The Karnataka Bank Limited,EQ,10-MAY-2000,10,1,INE614B01018,10,KTKBANK.NS
KUANTUM,Kuantum Papers Limited,EQ,23-OCT-2019,10,1,INE529I01013,10,KUANTUM.NS
KWALITY,kwality limited,BE,05-JUL-2011,1,1,INE775B01025,1,KWALITY.NS
L&TFH,L&T Finance Holdings Limited,EQ,12-AUG-2011,10,1,INE498L01015,10,L&TFH.NS
LAKPRE,Lakshmi Precision Screws Limited,BZ,26-SEP-2006,10,1,INE651C01018,10,LAKPRE.NS
LAKSHVILAS,Lakshmi Vilas Bank Limited,EQ,21-JUN-2000,10,1,INE694C01018,10,LAKSHVILAS.NS
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-DEC-2015,10,1,INE600L01024,10,LALPATHLAB.NS
LAMBODHARA,Lambodhara Textiles Limited,EQ,04-FEB-2015,5,1,INE112F01022,5,LAMBODHARA.NS
LAOPALA,La Opala RG Limited,EQ,16-MAR-2007,2,1,INE059D01020,2,LAOPALA.NS
LASA,Lasa Supergenerics Limited,BE,21-SEP-2017,10,1,INE670X01014,10,LASA.NS
LAURUSLABS,Laurus Labs Limited,EQ,19-DEC-2016,10,1,INE947Q01010,10,LAURUSLABS.NS
LAXMIMACH,Lakshmi Machine Works Limited,EQ,29-MAR-1995,10,1,INE269B01029,10,LAXMIMACH.NS
LEMONTREE,Lemon Tree Hotels Limited,EQ,09-APR-2018,10,1,INE970X01018,10,LEMONTREE.NS
LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,15-APR-2015,10,1,INE850E01012,10,LFIC.NS
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-MAR-2010,10,1,INE337A01034,10,LGBBROSLTD.NS
LGBFORGE,LGB Forge Limited,EQ,01-AUG-2008,1,1,INE201J01017,1,LGBFORGE.NS
LIBAS,Libas Designs Limited,BE,23-JUL-2019,10,1,INE908V01012,10,LIBAS.NS
LIBERTSHOE,Liberty Shoes Limited,EQ,27-SEP-1995,10,1,INE557B01019,10,LIBERTSHOE.NS
LICHSGFIN,LIC Housing Finance Limited,EQ,29-JUL-1998,2,1,INE115A01026,2,LICHSGFIN.NS
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-DEC-2015,10,1,INE405C01035,10,LINCOLN.NS
LINCPEN,Linc Pen & Plastics Limited,EQ,09-MAR-2015,10,1,INE802B01019,10,LINCPEN.NS
LINDEINDIA,Linde India Limited,EQ,16-JUN-1999,10,1,INE473A01011,10,LINDEINDIA.NS
LOKESHMACH,Lokesh Machines Limited,EQ,05-MAY-2006,10,1,INE397H01017,10,LOKESHMACH.NS
LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,11-JUL-2008,10,1,INE947I01017,10,LOTUSEYE.NS
LOVABLE,Lovable Lingerie Limited,EQ,24-MAR-2011,10,1,INE597L01014,10,LOVABLE.NS
LPDC,Landmark Property Development Company Limited,BE,12-AUG-2008,1,1,INE197J01017,1,LPDC.NS
LSIL,Lloyds Steels Industries Limited,EQ,18-JUL-2016,1,1,INE093R01011,1,LSIL.NS
LT,Larsen & Toubro Limited,EQ,23-JUN-2004,2,1,INE018A01030,2,LT.NS
LTI,Larsen & Toubro Infotech Limited,EQ,21-JUL-2016,1,1,INE214T01019,1,LTI.NS
LTTS,L&T Technology Services Limited,EQ,23-SEP-2016,2,1,INE010V01017,2,LTTS.NS
LUMAXIND,Lumax Industries Limited,EQ,06-SEP-1995,10,1,INE162B01018,10,LUMAXIND.NS
LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-JAN-2007,2,1,INE872H01027,2,LUMAXTECH.NS
LUPIN,Lupin Limited,EQ,10-SEP-2001,2,1,INE326A01037,2,LUPIN.NS
LUXIND,Lux Industries Limited,EQ,30-NOV-2015,2,1,INE150G01020,2,LUXIND.NS
LYKALABS,Lyka Labs Limited,EQ,08-FEB-1995,10,1,INE933A01014,10,LYKALABS.NS
LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-NOV-2013,10,1,INE142K01011,10,LYPSAGEMS.NS
M&M,Mahindra & Mahindra Limited,EQ,03-JAN-1996,5,1,INE101A01026,5,M&M.NS
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-MAR-2006,2,1,INE774D01024,2,M&MFIN.NS
MAANALU,Maan Aluminium Limited,EQ,22-OCT-2007,10,1,INE215I01019,10,MAANALU.NS
MADHAV,Madhav Marbles and Granites Limited,EQ,20-DEC-2007,10,1,INE925C01016,10,MADHAV.NS
MADHUCON,Madhucon Projects Limited,BE,05-OCT-2006,1,1,INE378D01032,1,MADHUCON.NS
MADRASFERT,Madras Fertilizers Limited,BE,25-JUL-1997,10,1,INE414A01015,10,MADRASFERT.NS
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE347W01011,10,MAGADSUGAR.NS
MAGMA,Magma Fincorp Limited,EQ,27-APR-2004,2,1,INE511C01022,2,MAGMA.NS
MAGNUM,Magnum Ventures Limited,BE,20-SEP-2007,10,1,INE387I01016,10,MAGNUM.NS
MAHABANK,Bank of Maharashtra,EQ,12-APR-2004,10,1,INE457A01014,10,MAHABANK.NS
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,BE,21-JAN-1998,10,1,INE843B01013,10,MAHAPEXLTD.NS
MAHASTEEL,Mahamaya Steel Industries Limited,BE,01-JUL-2016,10,1,INE451L01014,10,MAHASTEEL.NS
MAHEPC,Mahindra EPC Irrigation Limited,EQ,14-FEB-2020,10,1,INE215D01010,10,MAHEPC.NS
MAHESHWARI,Maheshwari Logistics Limited,EQ,15-APR-2019,10,1,INE263W01010,10,MAHESHWARI.NS
MAHINDCIE,Mahindra CIE Automotive Limited,EQ,30-AUG-2007,10,1,INE536H01010,10,MAHINDCIE.NS
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10-MAY-2000,10,1,INE813A01018,10,MAHLIFE.NS
MAHLOG,Mahindra Logistics Limited,EQ,10-NOV-2017,10,1,INE766P01016,10,MAHLOG.NS
MAHSCOOTER,Maharashtra Scooters Limited,EQ,08-FEB-1995,10,1,INE288A01013,10,MAHSCOOTER.NS
MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-AUG-2004,5,1,INE271B01025,5,MAHSEAMLES.NS
MAITHANALL,Maithan Alloys Limited,EQ,05-JUL-2011,10,1,INE683C01011,10,MAITHANALL.NS
MAJESCO,Majesco Limited,EQ,19-AUG-2015,5,1,INE898S01029,5,MAJESCO.NS
MALUPAPER,Malu Paper Mills Limited,EQ,05-APR-2006,10,1,INE383H01017,10,MALUPAPER.NS
MANAKALUCO,Manaksia Aluminium Company Limited,EQ,30-MAR-2015,1,1,INE859Q01017,1,MANAKALUCO.NS
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,30-MAR-2015,1,1,INE830Q01018,1,MANAKCOAT.NS
MANAKSIA,Manaksia Limited,BE,08-JAN-2008,2,1,INE015D01022,2,MANAKSIA.NS
MANAKSTEEL,Manaksia Steels Limited,EQ,30-MAR-2015,1,1,INE824Q01011,1,MANAKSTEEL.NS
MANALIPETC,Manali Petrochemicals Limited,EQ,06-DEC-2006,5,1,INE201A01024,5,MANALIPETC.NS
MANAPPURAM,Manappuram Finance Limited,EQ,01-DEC-2014,2,1,INE522D01027,2,MANAPPURAM.NS
MANGALAM,Mangalam Drugs And Organics Limited,BE,23-MAY-2005,10,1,INE584F01014,10,MANGALAM.NS
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,EQ,22-OCT-2007,10,1,INE558B01017,10,MANGCHEFER.NS
MANGLMCEM,Mangalam Cement Limited,EQ,03-JAN-1996,10,1,INE347A01017,10,MANGLMCEM.NS
MANGTIMBER,Mangalam Timber Products Limited,EQ,27-JUL-1995,10,1,INE805B01012,10,MANGTIMBER.NS
MANINDS,Man Industries (India) Limited,EQ,24-JUN-2005,5,1,INE993A01026,5,MANINDS.NS
MANINFRA,Man Infraconstruction Limited,EQ,11-MAR-2010,2,1,INE949H01023,2,MANINFRA.NS
MANUGRAPH,Manugraph India Limited,EQ,14-SEP-2006,2,1,INE867A01022,2,MANUGRAPH.NS
MARALOVER,Maral Overseas Limited,EQ,08-FEB-1995,10,1,INE882A01013,10,MARALOVER.NS
MARATHON,Marathon Nextgen Realty Limited,EQ,29-SEP-2016,5,1,INE182D01020,5,MARATHON.NS
MARICO,Marico Limited,EQ,01-MAY-1996,1,1,INE196A01026,1,MARICO.NS
MARKSANS,Marksans Pharma Limited,EQ,21-JAN-2002,1,1,INE750C01026,1,MARKSANS.NS
MARUTI,Maruti Suzuki India Limited,EQ,09-JUL-2003,5,1,INE585B01010,5,MARUTI.NS
MASFIN,MAS Financial Services Limited,EQ,18-OCT-2017,10,1,INE348L01012,10,MASFIN.NS
MASKINVEST,Mask Investments Limited,BE,14-OCT-2016,10,1,INE885F01015,10,MASKINVEST.NS
MASTEK,Mastek Limited,EQ,10-MAY-1995,5,1,INE759A01021,5,MASTEK.NS
MATRIMONY,Matrimony.Com Limited,EQ,21-SEP-2017,5,1,INE866R01028,5,MATRIMONY.NS
MAWANASUG,Mawana Sugars Limited,EQ,20-MAR-2009,10,1,INE636A01039,10,MAWANASUG.NS
MAXINDIA,Max India Limited,EQ,14-JUL-2016,2,1,INE153U01017,2,MAXINDIA.NS
MAXVIL,Max Ventures and Industries Limited,EQ,22-JUN-2016,10,1,INE154U01015,10,MAXVIL.NS
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,25-SEP-2012,5,1,INE040D01038,5,MAYURUNIQ.NS
MAZDA,Mazda Limited,EQ,01-NOV-2016,10,1,INE885E01034,10,MAZDA.NS
MBAPL,Madhya Bharat Agro Products Limited,BE,22-AUG-2019,10,1,INE900L01010,10,MBAPL.NS
MBECL,Mcnally Bharat Engineering Company Limited,BE,06-OCT-2006,10,1,INE748A01016,10,MBECL.NS
MBLINFRA,MBL Infrastructures Limited,BE,11-JAN-2010,10,1,INE912H01013,10,MBLINFRA.NS
MCDHOLDING,McDowell Holdings Limited,BE,30-MAY-2007,10,1,INE836H01014,10,MCDHOLDING.NS
MCDOWELL-N,United Spirits Limited,EQ,27-SEP-2001,2,1,INE854D01024,2,MCDOWELL-N.NS
MCLEODRUSS,Mcleod Russel India Limited,BE,29-JUL-2005,5,1,INE942G01012,5,MCLEODRUSS.NS
MCX,Multi Commodity Exchange of India Limited,EQ,09-MAR-2012,10,1,INE745G01035,10,MCX.NS
MEGASOFT,Megasoft Limited,EQ,19-JUL-2007,10,1,INE933B01012,10,MEGASOFT.NS
MEGH,Meghmani Organics Limited,EQ,28-JUN-2007,1,1,INE974H01013,1,MEGH.NS
MELSTAR,Melstar Information Technologies Limited,BZ,07-MAR-2000,10,1,INE817A01019,10,MELSTAR.NS
MENONBE,Menon Bearings Limited,EQ,09-MAR-2015,1,1,INE071D01033,1,MENONBE.NS
MEP,MEP Infrastructure Developers Limited,BE,06-MAY-2015,10,1,INE776I01010,10,MEP.NS
MERCATOR,Mercator Limited,BE,20-JUN-2005,1,1,INE934B01028,1,MERCATOR.NS
METALFORGE,Metalyst Forgings Limited,BE,23-AUG-1995,10,1,INE425A01011,10,METALFORGE.NS
METKORE,Metkore Alloys & Industries Limited,BZ,30-JUN-2008,2,1,INE592I01029,2,METKORE.NS
METROPOLIS,Metropolis Healthcare Limited,EQ,15-APR-2019,2,1,INE112L01020,2,METROPOLIS.NS
MFSL,Max Financial Services Limited,EQ,17-MAY-2000,2,1,INE180A01020,2,MFSL.NS
MGL,Mahanagar Gas Limited,EQ,01-JUL-2016,10,1,INE002S01010,10,MGL.NS
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,16-JUL-2009,10,1,INE998I01010,10,MHRIL.NS
MIC,MIC Electronics Limited,BE,30-MAY-2007,2,1,INE287C01029,2,MIC.NS
MIDHANI,Mishra Dhatu Nigam Limited,EQ,04-APR-2018,10,1,INE099Z01011,10,MIDHANI.NS
MINDACORP,Minda Corporation Limited,EQ,16-OCT-2014,2,1,INE842C01021,2,MINDACORP.NS
MINDAIND,Minda Industries Limited,EQ,02-FEB-2007,2,1,INE405E01023,2,MINDAIND.NS
MINDTECK,Mindteck (India) Limited,EQ,02-AUG-2016,10,1,INE110B01017,10,MINDTECK.NS
MINDTREE,MindTree Limited,EQ,07-MAR-2007,10,1,INE018I01017,10,MINDTREE.NS
MIRCELECTR,MIRC Electronics Limited,EQ,24-MAY-2004,1,1,INE831A01028,1,MIRCELECTR.NS
MIRZAINT,Mirza International Limited,EQ,28-APR-1999,2,1,INE771A01026,2,MIRZAINT.NS
MITTAL,Mittal Life Style Limited,EQ,29-APR-2020,10,1,INE997Y01019,10,MITTAL.NS
MMFL,MM Forgings Limited,EQ,20-DEC-2006,10,1,INE227C01017,10,MMFL.NS
MMP,MMP Industries Limited,EQ,09-JAN-2020,10,1,INE511Y01018,10,MMP.NS
MMTC,MMTC Limited,EQ,09-APR-2012,1,1,INE123F01029,1,MMTC.NS
MODIRUBBER,Modi Rubber Limited,BE,07-FEB-1996,10,1,INE832A01018,10,MODIRUBBER.NS
MOHITIND,Mohit Industries Limited,EQ,14-MAR-2013,10,1,INE954E01012,10,MOHITIND.NS
MOHOTAIND,Mohota Industries Limited,EQ,10-APR-1996,10,100,INE313D01013,10,MOHOTAIND.NS
MOIL,MOIL Limited,EQ,15-DEC-2010,10,1,INE490G01020,10,MOIL.NS
MOLDTECH,Mold-Tek Technologies Limited,EQ,07-JUL-2016,2,1,INE835B01035,2,MOLDTECH.NS
MOLDTKPAC,Mold-Tek Packaging Limited,EQ,23-FEB-2015,5,1,INE893J01029,5,MOLDTKPAC.NS
MONTECARLO,Monte Carlo Fashions Limited,EQ,19-DEC-2014,10,1,INE950M01013,10,MONTECARLO.NS
MORARJEE,Morarjee Textiles Limited,EQ,14-SEP-2012,7,1,INE161G01027,7,MORARJEE.NS
MOREPENLAB,Morepen Laboratories Limited,EQ,24-NOV-1999,2,1,INE083A01026,2,MOREPENLAB.NS
MOTHERSUMI,Motherson Sumi Systems Limited,EQ,14-AUG-1996,1,1,INE775A01035,1,MOTHERSUMI.NS
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,11-SEP-2007,1,1,INE338I01027,1,MOTILALOFS.NS
MOTOGENFIN,The Motor & General Finance Limited,EQ,08-FEB-1995,10,1,INE861B01015,10,MOTOGENFIN.NS
MPHASIS,MphasiS Limited,EQ,04-JUN-2004,10,1,INE356A01018,10,MPHASIS.NS
MPSLTD,MPS Limited,EQ,21-JAN-2002,10,1,INE943D01017,10,MPSLTD.NS
MRF,MRF Limited,EQ,18-SEP-1996,10,1,INE883A01011,10,MRF.NS
MRO-TEK,MRO-TEK Realty Limited,BE,01-NOV-2000,5,1,INE398B01018,5,MRO-TEK.NS
MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,07-JAN-2005,10,1,INE103A01014,10,MRPL.NS
MSPL,MSP Steel & Power Limited,BE,18-JUL-2005,10,1,INE752G01015,10,MSPL.NS
MSTCLTD,Mstc Limited,EQ,29-MAR-2019,10,1,INE255X01014,10,MSTCLTD.NS
MTEDUCARE,MT Educare Limited,EQ,12-APR-2012,10,1,INE472M01018,10,MTEDUCARE.NS
MTNL,Mahanagar Telephone Nigam Limited,EQ,17-FEB-1999,10,1,INE153A01019,10,MTNL.NS
MUKANDENGG,Mukand Engineers Limited,BE,28-JUN-2000,10,1,INE022B01014,10,MUKANDENGG.NS
MUKANDLTD,Mukand Limited,EQ,23-FEB-2004,10,1,INE304A01026,10,MUKANDLTD.NS
MUKTAARTS,Mukta Arts Limited,EQ,12-SEP-2000,5,1,INE374B01019,5,MUKTAARTS.NS
MUNJALAU,Munjal Auto Industries Limited,EQ,19-JUL-2006,2,1,INE672B01032,2,MUNJALAU.NS
MUNJALSHOW,Munjal Showa Limited,EQ,12-MAY-2003,2,1,INE577A01027,2,MUNJALSHOW.NS
MURUDCERA,Murudeshwar Ceramics Limited,EQ,28-MAY-2004,10,1,INE692B01014,10,MURUDCERA.NS
MUTHOOTCAP,Muthoot Capital Services Limited,EQ,24-AUG-2015,10,1,INE296G01013,10,MUTHOOTCAP.NS
MUTHOOTFIN,Muthoot Finance Limited,EQ,06-MAY-2011,10,1,INE414G01012,10,MUTHOOTFIN.NS
NACLIND,NACL Industries Limited,EQ,07-APR-2017,1,1,INE295D01020,1,NACLIND.NS
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,BE,15-JUN-2016,1,1,INE454M01024,1,NAGAFERT.NS
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,EQ,18-SEP-2007,5,1,INE245I01016,5,NAGREEKCAP.NS
NAGREEKEXP,Nagreeka Exports Limited,EQ,18-JUN-2007,5,1,INE123B01028,5,NAGREEKEXP.NS
NAHARCAP,Nahar Capital and Financial Services Limited,EQ,11-MAR-2008,5,1,INE049I01012,5,NAHARCAP.NS
NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,15-DEC-2005,10,1,INE289A01011,10,NAHARINDUS.NS
NAHARPOLY,Nahar Poly Films Limited,EQ,23-MAR-2007,5,1,INE308A01027,5,NAHARPOLY.NS
NAHARSPING,Nahar Spinning Mills Limited,EQ,23-MAR-2007,5,1,INE290A01027,5,NAHARSPING.NS
NAM-INDIA,Nippon Life India Asset Management Limited,EQ,06-NOV-2017,10,1,INE298J01013,10,NAM-INDIA.NS
NATCOPHARM,Natco Pharma Limited,EQ,27-DEC-1995,2,1,INE987B01026,2,NATCOPHARM.NS
NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,28-JAN-2014,10,1,INE448G01010,10,NATHBIOGEN.NS
NATIONALUM,National Aluminium Company Limited,EQ,28-APR-1999,5,1,INE139A01034,5,NATIONALUM.NS
NATNLSTEEL,National Steel And Agro Industries Limited,EQ,26-SEP-2002,10,1,INE088B01015,10,NATNLSTEEL.NS
NAUKRI,Info Edge (India) Limited,EQ,21-NOV-2006,10,1,INE663F01024,10,NAUKRI.NS
NAVINFLUOR,Navin Fluorine International Limited,EQ,01-JUN-2007,2,1,INE048G01026,2,NAVINFLUOR.NS
NAVKARCORP,Navkar Corporation Limited,EQ,09-SEP-2015,10,1,INE278M01019,10,NAVKARCORP.NS
NAVNETEDUL,Navneet Education Limited,EQ,08-FEB-1995,2,1,INE060A01024,2,NAVNETEDUL.NS
NBCC,NBCC (India) Limited,EQ,12-APR-2012,1,1,INE095N01031,1,NBCC.NS
NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,23-NOV-2016,5,1,INE365I01020,5,NBIFIN.NS
NBVENTURES,Nava Bharat Ventures Limited,EQ,03-APR-1996,2,1,INE725A01022,2,NBVENTURES.NS
NCC,NCC Limited,EQ,14-OCT-2003,2,1,INE868B01028,2,NCC.NS
NCLIND,NCL Industries Limited,EQ,03-APR-2007,10,1,INE732C01016,10,NCLIND.NS
NDGL,Naga Dhunseri Group Limited,EQ,29-AUG-2016,10,1,INE756C01015,10,NDGL.NS
NDL,Nandan Denim Limited,EQ,23-MAR-2012,10,1,INE875G01030,10,NDL.NS
NDTV,New Delhi Television Limited,EQ,19-MAY-2004,4,1,INE155G01029,4,NDTV.NS
NECCLTD,North Eastern Carrying Corporation Limited,EQ,02-MAR-2016,10,1,INE553C01016,10,NECCLTD.NS
